"INSTNM","CITY","state","degree_offered","CONTROL","region","ADM_RATE","SATVRMID","SATMTMID","num_undergrad","prop_arts_human","prop_business","prop_health_med","prop_interdiscip","prop_public_svce","prop_sci_math_tech","prop_social_sci","prop_trades_personal_svce"
"Marlboro College","Marlboro","VT","3","2","1",0.7586,NA,NA,230,0.4406,0,0,0.1186,0,0.1694,0.2712,0
"Middlebury College","Middlebury","VT","3","2","1",0.1716,685,690,2466,0.2438,0,0,0.0823,0,0.2789,0.3948,0
"New England Culinary Institute","Montpelier","VT","2","2","1",NA,NA,NA,425,0,0.2704,0,0,0,0,0,0.7296
"Norwich University","Northfield","VT","3","2","1",0.6349,520,535,2432,0.0279,0.1086,0.0836,0,0.2312,0.3287,0.2201,0
"O'Briens Aveda Institute","South Burlington","VT","1","2","1",NA,NA,NA,80,0,0,0.2105,0,0,0,0,0.7895
"Saint Michael's College","Colchester","VT","3","2","1",0.7511,590,585,1941,0.1666,0.201,0,0.0123,0,0.2452,0.375,0
"College of St Joseph","Rutland","VT","3","2","1",0.6831,418,428,158,0.0732,0.2683,0.0244,0.2439,0.1707,0,0.2196,0
"Southern Vermont College","Bennington","VT","3","2","1",0.994,445,440,470,0.0085,0.094,0.6496,0.0171,0.0769,0,0.1538,0
"Sterling College","Craftsbury Common","VT","3","2","1",0.9388,NA,NA,114,0,0,0,0.5926,0,0.4074,0,0
"Vermont Technical College","Randolph Center","VT","2","1","1",0.8257,465,480,1361,0,0.0677,0.5578,0,0.0132,0.2922,0,0.0694
"University of Vermont","Burlington","VT","3","1","1",0.7755,590,595,9970,0.129,0.0908,0.074,0.0632,0.0148,0.3254,0.3028,0
"Bar Palma Beauty Careers Academy","Roanoke","VA","1","2","5",NA,NA,NA,108,0,0,0,0,0,0,0,1
"Advanced Technology Institute","Virginia Beach","VA","1","2","5",0.9034,NA,NA,824,0,0,0,0,0,0,0,1
"Averett University","Danville","VA","3","2","5",0.6329,470,475,870,0.036,0.1583,0.1367,0.0576,0.1295,0.0864,0.3526,0.0432
"Blue Ridge Community College","Weyers Cave","VA","2","1","5",NA,NA,NA,3524,0.0042,0.0624,0.1197,0.6618,0.0135,0.0634,0,0.0749
"Bluefield College","Bluefield","VA","3","2","5",0.5729,445,460,821,0.051,0.3724,0.0204,0.1275,0.2704,0.0153,0.1428,0
"Bridgewater College","Bridgewater","VA","3","2","5",0.5493,510,520,1822,0.1683,0.1375,0.0069,0.2783,0,0.1959,0.213,0
"College of William and Mary","Williamsburg","VA","3","1","5",0.3321,690,675,6235,0.155,0.1404,0,0.1167,0.0244,0.2084,0.3553,0
"Regent University","Virginia Beach","VA","3","2","5",0.8514,565,515,2286,0.1637,0.2191,0,0.0227,0.1914,0.0328,0.3703,0
"Central School of Practical Nursing","Norfolk","VA","1","1","5",NA,NA,NA,50,0,0,1,0,0,0,0,0
"Central Virginia Community College","Lynchburg","VA","1","1","5",NA,NA,NA,2851,0.0183,0.0485,0.1498,0.5733,0.0194,0.0669,0,0.1241
"Christopher Newport University","Newport News","VA","3","1","5",0.5902,585,575,5083,0.1741,0.1239,0,0.0114,0.0199,0.2155,0.4551,0
"Suffolk Beauty Academy","Suffolk","VA","1","2","5",NA,NA,NA,48,0,0,0,0,0,0,0,1
"Bryant & Stratton College-Virginia Beach","Virginia Beach","VA","2","2","5",NA,NA,NA,728,0,0.2802,0.3913,0,0.2899,0.0386,0,0
"Bryant & Stratton College-Richmond","North Chesterfield","VA","2","2","5",NA,NA,NA,906,0,0.2741,0.5047,0,0.1993,0.0218,0,0
"Jefferson College of Health Sciences","Roanoke","VA","3","2","5",0.4106,465,485,810,0,0,0.8706,0.0432,0,0.0706,0.0157,0
"Dabney S Lancaster Community College","Clifton Forge","VA","2","1","5",NA,NA,NA,787,0.0042,0.0546,0.437,0.2101,0.0714,0.1386,0,0.084
"Danville Community College","Danville","VA","1","1","5",NA,NA,NA,2493,0.006,0.0636,0.2761,0.3181,0.0336,0.1464,0,0.156
"Centura College-Virginia Beach","Virginia Beach","VA","2","2","5",NA,NA,NA,477,0,0.2979,0.5532,0,0.0662,0.0733,0,0.0095
"Emory & Henry College","Emory","VA","3","2","5",0.6572,495,505,907,0.1031,0.0788,0.0606,0.0424,0.0242,0.2908,0.4,0
"Eastern Mennonite University","Harrisonburg","VA","3","2","5",0.6505,501,495,1148,0.0585,0.1299,0.3864,0.1558,0.0227,0.107,0.1395,0
"Eastern Shore Community College","Melfa","VA","1","1","5",NA,NA,NA,652,0,0.0769,0.2802,0.4945,0,0.0275,0,0.1209
"Ferrum College","Ferrum","VA","3","2","5",0.7411,440,440,1506,0.0783,0.1106,0.1106,0.1475,0.1152,0.2258,0.212,0
"George Mason University","Fairfax","VA","3","1","5",0.6203,570,580,21324,0.1484,0.1947,0.074,0.0603,0.0608,0.1945,0.2672,0
"Germanna Community College","Locust Grove","VA","1","1","5",NA,NA,NA,5770,0.0094,0.0496,0.1922,0.6764,0.0344,0.0298,0,0.0082
"Hampden-Sydney College","Hampden-Sydney","VA","3","2","5",0.5486,548,563,1070,0.1456,0.1311,0,0,0,0.136,0.5874,0
"Hampton University","Hampton","VA","3","2","5",0.3605,505,500,3529,0.0607,0.1598,0.1553,0.0592,0.0295,0.114,0.4053,0.0163
"Hollins University","Roanoke","VA","3","2","5",0.693,570,525,568,0.4653,0.044,0,0.0378,0,0.151,0.3018,0
"J Sargeant Reynolds Community College","Richmond","VA","2","1","5",NA,NA,NA,10727,0.0094,0.1117,0.4022,0.2472,0.0489,0.0694,0.0822,0.0289
"James Madison University","Harrisonburg","VA","3","1","5",0.6356,570,580,18127,0.1213,0.1351,0.147,0.1702,0.0482,0.1273,0.2507,0
"John Tyler Community College","Chester","VA","2","1","5",NA,NA,NA,6402,0.0396,0.0763,0.2541,0.4493,0.0389,0.067,0,0.0749
"Everest College-Newport News","Newport News","VA","1","2","5",NA,NA,NA,525,0,0.0657,0.8102,0,0.1241,0,0,0
"Liberty University","Lynchburg","VA","3","2","5",0.2165,515,505,47079,0.1819,0.1787,0.062,0.1985,0.0758,0.0169,0.2769,0.0094
"Longwood University","Farmville","VA","3","1","5",0.8136,505,500,4357,0.1118,0.1226,0.0661,0.25,0.0841,0.1069,0.2584,0
"Lord Fairfax Community College","Middletown","VA","1","1","5",NA,NA,NA,4666,0.0078,0.057,0.1734,0.6555,0.0156,0.0798,0,0.0109
"Lynchburg College","Lynchburg","VA","3","2","5",0.6369,500,500,2140,0.1011,0.1011,0.1398,0.0602,0,0.1915,0.4065,0
"Lynchburg General Hospital School of Nursing","Lynchburg","VA","1","2","5",NA,NA,NA,144,0,0,1,0,0,0,0,0
"Mary Baldwin College","Staunton","VA","3","2","5",0.8835,490,455,1307,0.138,0.0805,0.0345,0.1609,0.0613,0.0575,0.4674,0
"University of Mary Washington","Fredericksburg","VA","3","1","5",0.8096,565,545,4303,0.1833,0.1475,0,0.1659,0,0.1736,0.3298,0
"Marymount University","Arlington","VA","3","2","5",0.8252,520,510,2371,0.1037,0.2144,0.3533,0.0281,0.0597,0.0915,0.1493,0
"Danville Regional Medical Center School of Health Professions","Danville","VA","1","2","5",NA,NA,NA,23,0,0,1,0,0,0,0,0
"Mountain Empire Community College","Big Stone Gap","VA","1","1","5",NA,NA,NA,1899,0.0068,0.0711,0.5034,0.2326,0.0533,0.0848,0,0.0479
"American National University","Salem","VA","2","2","5",NA,NA,NA,1804,0,0.3057,0.5943,0,0.0071,0.0929,0,0
"New River Community College","Dublin","VA","2","1","5",NA,NA,NA,2885,0,0.1768,0.2556,0.3834,0.0282,0.0683,0,0.0876
"Sentara College of Health Sciences","Chesapeake","VA","3","2","5",NA,NA,NA,285,0,0,1,0,0,0,0,0
"Tidewater Tech-Trades","Norfolk","VA","1","2","5",NA,NA,NA,310,0,0,0,0,0,0,0,1
"Norfolk State University","Norfolk","VA","3","1","5",0.6499,440,440,5955,0.0412,0.1337,0.2243,0.1357,0.0484,0.1368,0.2798,0
"Northern Virginia Community College","Annandale","VA","2","1","5",NA,NA,NA,44592,0.0251,0.1799,0.0678,0.4927,0.0294,0.1073,0.0755,0.0223
"Old Dominion University","Norfolk","VA","3","1","5",0.7679,510,520,19483,0.1249,0.1506,0.1425,0.0967,0,0.1881,0.2972,0
"Patrick Henry Community College","Martinsville","VA","2","1","5",NA,NA,NA,2325,0.0015,0.104,0.1611,0.5139,0.0381,0.082,0.0205,0.079
"Paul D Camp Community College","Franklin","VA","2","1","5",NA,NA,NA,892,0,0.0722,0.1986,0.5596,0.0289,0.0795,0,0.0613
"Southside Regional Medical Center Professional Schools","Petersburg","VA","2","2","5",0.6,NA,NA,63,0,0,1,0,0,0,0,0
"Miller-Motte Technical College-Lynchburg","Lynchburg","VA","2","2","5",NA,NA,NA,472,0,0.0244,0.9451,0,0.0305,0,0,0
"Piedmont Virginia Community College","Charlottesville","VA","2","1","5",NA,NA,NA,3813,0.0146,0.0971,0.2027,0.5607,0.0218,0.0788,0.0194,0.0049
"Radford University","Radford","VA","3","1","5",0.7831,495,495,8866,0.1232,0.1521,0.0749,0.1408,0.0925,0.0982,0.3183,0
"Sylvain Melloul International Hair Academy","Lynchburg","VA","1","2","5",NA,NA,NA,80,0,0,0,0,0,0,0,1
"Randolph-Macon College","Ashland","VA","3","2","5",0.637,540,540,1294,0.1412,0.051,0,0.0196,0,0.2354,0.5529,0
"Randolph College","Lynchburg","VA","3","2","5",0.8343,550,535,651,0.2201,0.0367,0.0092,0.0367,0,0.2477,0.4495,0
"Rappahannock Community College","Glenns","VA","1","1","5",NA,NA,NA,1604,0,0.0408,0.2553,0.5967,0.0362,0.0589,0,0.0121
"Fortis College-Norfolk","Norfolk","VA","1","2","5",NA,NA,NA,291,0,0,0.9504,0,0.0165,0.0331,0,0
"Richard Bland College of the College of William and Mary","Petersburg","VA","2","1","5",0.5572,440,420,1078,0,0,0,0.0476,0,0.9524,0,0
"Bon Secours Memorial College of Nursing","Richmond","VA","3","2","5",0.5714,NA,NA,408,0,0,1,0,0,0,0,0
"University of Richmond","University of Richmond","VA","3","2","5",0.3116,640,670,3107,0.0965,0.3633,0.0032,0.134,0.0193,0.1457,0.2379,0
"Riverside School of Health Careers","Newport News","VA","1","2","5",0.0385,NA,NA,305,0,0,1,0,0,0,0,0
"Roanoke College","Salem","VA","3","2","5",0.7281,545,540,1980,0.1305,0.1858,0.0177,0.0575,0.0265,0.1837,0.3982,0
"Bon Secours St Mary's Hospital School of Medical Imaging","Richmond","VA","1","2","5",NA,NA,NA,28,0,0,1,0,0,0,0,0
"Shenandoah University","Winchester","VA","3","2","5",0.8456,495,510,1859,0.1687,0.1111,0.2901,0.0391,0.0576,0.0823,0.251,0
"Southern Virginia University","Buena Vista","VA","3","2","5",0.9987,515,509,658,0.4285,0.1619,0,0.2,0,0.0571,0.1524,0
"Southside Virginia Community College","Alberta","VA","1","1","5",NA,NA,NA,2773,0,0.0359,0.2695,0.4499,0.0311,0.0754,0,0.1382
"Southwest Virginia Community College","Richlands","VA","2","1","5",NA,NA,NA,1794,0,0.0565,0.3373,0.3904,0.0377,0.0805,0,0.0975
"Springfield Beauty Academy","Annandale","VA","1","2","5",NA,NA,NA,79,0,0,0,0,0,0,0,1
"Staunton School of Cosmetology","Staunton","VA","1","2","5",NA,NA,NA,32,0,0,0,0,0,0,0,1
"Strayer University-Virginia","Arlington","VA","3","2","5",NA,NA,NA,4837,0,0.6453,0,0,0.1231,0.2288,0.0028,0
"Sweet Briar College","Sweet Briar","VA","3","2","5",0.8431,550,524,599,0.2577,0.2474,0,0.0103,0,0.2061,0.2784,0
"Thomas Nelson Community College","Hampton","VA","2","1","5",NA,NA,NA,9097,0.0153,0.2014,0.1265,0.3781,0.0338,0.0853,0.1351,0.0246
"Tidewater Community College","Norfolk","VA","2","1","5",NA,NA,NA,25981,0.0266,0.1349,0.1294,0.2189,0.0436,0.1298,0.2177,0.0991
"The University of Virginia's College at Wise","Wise","VA","3","1","5",0.7449,480,475,1585,0.0657,0.1211,0.0623,0.3045,0,0.0554,0.391,0
"Virginia Highlands Community College","Abingdon","VA","1","1","5",NA,NA,NA,1689,0,0.0801,0.3489,0.367,0.0136,0.0725,0,0.1178
"Virginia Polytechnic Institute and State University","Blacksburg","VA","3","1","5",0.7028,590,630,23928,0.0628,0.1809,0,0.0925,0.0055,0.4671,0.1912,0
"Virginia Western Community College","Roanoke","VA","2","1","5",NA,NA,NA,5505,0.0261,0.0974,0.2104,0.3452,0.0417,0.1338,0.0609,0.0843
"Virginia Commonwealth University","Richmond","VA","3","1","5",0.6913,555,550,22049,0.1726,0.1335,0.0738,0.065,0.0902,0.1904,0.2744,0
"University of Virginia-Main Campus","Charlottesville","VA","3","1","5",0.2999,670,685,15020,0.1423,0.092,0.035,0.1276,0,0.3059,0.2972,0
"Virginia Military Institute","Lexington","VA","3","1","5",0.4732,570,580,1675,0.064,0,0,0,0,0.3983,0.5376,0
"Virginia School of Hair Design","Hampton","VA","1","2","5",NA,NA,NA,89,0,0,0,0,0,0,0,1
"Virginia University of Lynchburg","Lynchburg","VA","2","2","5",NA,NA,NA,493,0.0135,0.0811,0,0.7973,0,0,0.1081,0
"Virginia State University","Petersburg","VA","3","1","5",0.9459,410,403,5023,0.0442,0.167,0.0086,0.1056,0.1638,0.1541,0.3567,0
"Virginia Union University","Richmond","VA","3","2","5",0.5848,380,375,1359,0.0251,0.2375,0,0,0.0625,0.1626,0.5126,0
"Virginia Wesleyan College","Norfolk","VA","3","2","5",0.9311,516,510,1436,0.1429,0.2105,0,0.0978,0.109,0.0903,0.3496,0
"Wards Corner Beauty Academy-Norfolk","Norfolk","VA","1","2","5",NA,NA,NA,152,0,0,0,0,0,0,0,1
"Washington and Lee University","Lexington","VA","3","2","5",0.1843,695,690,1846,0.2222,0.2244,0,0.0065,0,0.2027,0.3442,0
"Sanford-Brown College-Tysons Corner","McLean","VA","2","2","5",NA,NA,NA,231,0.0409,0.0962,0.5913,0,0.2716,0,0,0
"Washington County Adult Skill Center","Abingdon","VA","1","1","5",NA,NA,NA,81,0,0.0896,0.2687,0,0,0,0,0.6418
"Woodrow Wilson Rehabilitation Center","Fishersville","VA","1","1","5",0.5196,NA,NA,164,0,0.3459,0.0881,0,0,0.2075,0,0.3585
"Wytheville Community College","Wytheville","VA","1","1","5",NA,NA,NA,2076,0,0.0944,0.3069,0.4391,0.0443,0.017,0,0.0982
"Beauty Academy","Wenatchee","WA","1","2","8",NA,NA,NA,77,0,0,0,0,0,0,0,1
"The Art Institute of Seattle","Seattle","WA","3","2","8",NA,NA,NA,1573,0.413,0.0857,0,0,0,0.2442,0,0.2571
"Evergreen Beauty and Barber College-Bellevue","Bellevue","WA","1","2","8",NA,NA,NA,100,0,0,0,0,0,0,0,1
"Bellevue College","Bellevue","WA","2","1","8",NA,NA,NA,5684,0.0298,0.2099,0.1495,0.491,0.0094,0.0992,0.0111,0
"Bellingham Technical College","Bellingham","WA","2","1","8",NA,NA,NA,720,0,0.0515,0.3836,0.0074,0.0061,0.1776,0.0037,0.3701
"Big Bend Community College","Moses Lake","WA","2","1","8",NA,NA,NA,1530,0,0.0606,0.2651,0.4124,0,0.0065,0.0115,0.2439
"Everest College-Bremerton","Bremerton","WA","1","2","8",NA,NA,NA,273,0,0,0.9618,0,0.0382,0,0,0
"Everest College-Renton","Renton","WA","1","2","8",NA,NA,NA,444,0,0,1,0,0,0,0,0
"Central Washington University","Ellensburg","WA","3","1","8",0.8216,490,500,9958,0.0852,0.1813,0.0239,0.0672,0.0817,0.1608,0.374,0.0258
"Centralia College","Centralia","WA","2","1","8",NA,NA,NA,1632,0,0.0445,0.2695,0.3375,0.0309,0.0816,0.0074,0.2286
"City University of Seattle","Seattle","WA","3","2","8",NA,NA,NA,1162,0,0.6034,0,0.0833,0,0.0489,0.2644,0
"Lucas Marc Academy","Richland","WA","1","2","8",NA,NA,NA,128,0,0,0,0,0,0,0,1
"Clark College","Vancouver","WA","2","1","8",NA,NA,NA,9907,8e-04,0.0829,0.2079,0.476,0.0098,0.076,0.0252,0.1214
"Clover Park Technical College","Lakewood","WA","1","1","8",NA,NA,NA,1633,0.0191,0.0282,0.5116,0,0.0158,0.142,0.0116,0.2716
"Columbia Basin College","Pasco","WA","2","1","8",NA,NA,NA,5146,0,0.1319,0.237,0.5118,0.0134,0.0502,0.0094,0.0463
"Cornish College of the Arts","Seattle","WA","3","2","8",0.5917,NA,NA,775,1,0,0,0,0,0,0,0
"Divers Institute of Technology","Seattle","WA","1","2","8",NA,NA,NA,234,0,0,0,0,0,0,0,1
"Eastern Washington University","Cheney","WA","3","1","8",0.7967,480,490,11672,0.0526,0.1776,0.0964,0.146,0.0338,0.1661,0.3275,0
"Edmonds Community College","Lynnwood","WA","1","1","8",NA,NA,NA,4589,0,0.1301,0.0744,0.1124,0.0344,0.1847,0.0103,0.4536
"Everett Community College","Everett","WA","2","1","8",NA,NA,NA,4612,0,0.1279,0.2547,0.3946,0.0199,0.0996,0.012,0.0913
"Paroba College of Cosmetology","Everett","WA","1","2","8",NA,NA,NA,109,0,0,0,0,0,0,0,1
"The Evergreen State College","Olympia","WA","3","1","8",0.9709,565,515,4017,0,0,0,1,0,0,0,0
"Pierce College at Fort Steilacoom","Lakewood","WA","2","1","8",NA,NA,NA,4407,0.0079,0.1229,0.1402,0.5514,0.0697,0.0317,0.0618,0.0144
"Glen Dow Academy of Hair Design","Spokane","WA","1","2","8",NA,NA,NA,153,0,0,0,0,0,0,0,1
"Gonzaga University","Spokane","WA","3","2","8",0.6651,590,600,4830,0.0829,0.2327,0.0382,0.0239,0.0343,0.2518,0.3364,0
"Grays Harbor College","Aberdeen","WA","1","1","8",NA,NA,NA,1061,0,0.1168,0.1022,0.1835,0.0177,0.0512,0.0042,0.5245
"Green River Community College","Auburn","WA","1","1","8",NA,NA,NA,5191,0,0.166,0.0439,0.2349,0.0106,0.0632,0.0262,0.4553
"Toni & Guy Hairdressing Academy-Shoreline","Shoreline","WA","1","2","8",NA,NA,NA,65,0,0,0,0,0,0,0,1
"Heritage University","Toppenish","WA","3","2","8",NA,NA,NA,842,0.0114,0.1149,0.1782,0.0172,0.161,0.0287,0.4885,0
"Highline Community College","Des Moines","WA","2","1","8",NA,NA,NA,3107,0.005,0.169,0.2115,0.4278,0.0403,0.1288,0.0177,0
"Interface College-Spokane","Spokane","WA","1","2","8",0.5909,NA,NA,49,0,0.1905,0.3175,0,0,0.492,0,0
"International Air and Hospitality Academy","Vancouver","WA","1","2","8",NA,NA,NA,266,0,0.4429,0,0,0,0.4779,0,0.0793
"ITT Technical Institute-Seattle","Seattle","WA","2","2","8",0.9293,NA,NA,444,0.0918,0.029,0,0,0.1546,0.7247,0,0
"ITT Technical Institute-Spokane Valley","Spokane Valley","WA","2","2","8",0.9538,NA,NA,297,0.1149,0.0473,0,0,0.1216,0.7162,0,0
"Bastyr University","Kenmore","WA","3","2","8",NA,NA,NA,216,0,0,0.5059,0.2353,0,0.0471,0.0471,0.1647
"Gene Juarez Academy of Beauty-Mountlake Terrace","Mountlake Terrace","WA","1","2","8",NA,NA,NA,230,0,0,0,0,0,0,0,1
"Bates Technical College","Tacoma","WA","1","1","8",NA,NA,NA,1091,0,0.0199,0.3521,0.0166,0.0298,0.082,8e-04,0.4988
"Lake Washington Institute of Technology","Kirkland","WA","2","1","8",NA,NA,NA,2227,0.0155,0.0716,0.3627,0.0097,0,0.3598,0.0193,0.1616
"Lower Columbia College","Longview","WA","1","1","8",NA,NA,NA,1405,0.0017,0.3183,0.269,0.2379,0.0251,0.0355,0.0208,0.0916
"Trinity Lutheran College","Everett","WA","3","2","8",0.9574,444,454,192,0,0.3143,0,0.0286,0.2857,0,0.3715,0
"Cascade Beauty College","Auburn","WA","1","2","8",NA,NA,NA,24,0,0,0,0,0,0,0,1
"BJ's Beauty & Barber College","Tacoma","WA","1","2","8",NA,NA,NA,121,0,0,0,0,0,0,0,1
"Northwest Hair Academy","Mount Vernon","WA","1","2","8",NA,NA,NA,160,0,0,0,0,0,0,0,1
"Seattle Community College-North Campus","Seattle","WA","2","1","8",NA,NA,NA,2752,0,0.2089,0.3318,0.2791,0,0.1377,0.0268,0.0157
"Northwest University","Kirkland","WA","3","2","8",0.972,540,520,1354,0.0789,0.183,0.123,0.0662,0.1987,0.0536,0.2965,0
"Olympic College","Bremerton","WA","2","1","8",NA,NA,NA,4900,0,0.0821,0.1074,0.2852,0.0036,0.4198,0.0214,0.0805
"Perry Technical Institute","Yakima","WA","1","2","8",NA,NA,NA,774,0.014,0.0812,0.0952,0,0.0616,0.1485,0,0.5994
"Pacific Lutheran University","Tacoma","WA","3","2","8",0.7676,550,550,3062,0.1403,0.1169,0.1087,0.0881,0.0096,0.1665,0.37,0
"Peninsula College","Port Angeles","WA","1","1","8",NA,NA,NA,1378,0,0.1322,0.2459,0.1824,0.0127,0.1602,0.0222,0.2443
"University of Puget Sound","Tacoma","WA","3","2","8",0.8522,620,605,2542,0.2527,0.1139,0,0.067,0,0.1872,0.3791,0
"Renton Technical College","Renton","WA","1","1","8",NA,NA,NA,1281,9e-04,0.0783,0.4772,0,0.0146,0.1467,0.0301,0.2522
"Saint Martin's University","Lacey","WA","3","2","8",0.876,525,540,1299,0.0383,0.2566,0,0.0029,0.1061,0.2301,0.3657,0
"Seattle Community College-South Campus","Seattle","WA","1","1","8",NA,NA,NA,2002,0,0.1433,0.1154,0.1372,0,0.0721,6e-04,0.5313
"Seattle Central College","Seattle","WA","2","1","8",NA,NA,NA,3116,0.0659,0.019,0.1775,0.5628,0,0.1005,0.0035,0.071
"Everest College-Seattle","Seattle","WA","1","2","8",NA,NA,NA,174,0,0,1,0,0,0,0,0
"Seattle Pacific University","Seattle","WA","3","2","8",0.7214,575,560,3354,0.1432,0.12,0.111,0.0956,0.0413,0.1265,0.3627,0
"Seattle University","Seattle","WA","3","2","8",0.7323,580,580,4595,0.1191,0.2496,0.1504,0.1078,0.0566,0.1695,0.147,0
"Shoreline Community College","Shoreline","WA","2","1","8",NA,NA,NA,2927,0.0604,0.1096,0.1688,0.3617,0.0053,0.1746,0.0076,0.1119
"Skagit Valley College","Mount Vernon","WA","2","1","8",NA,NA,NA,2768,0,0.1422,0.2394,0.2918,0.0312,0.1963,0.0193,0.0798
"South Puget Sound Community College","Olympia","WA","2","1","8",NA,NA,NA,3284,0,0.0907,0.2469,0.4118,0.0202,0.1792,0.0166,0.0345
"Spokane Community College","Spokane","WA","2","1","8",NA,NA,NA,4858,0,0.0587,0.294,0.1999,0.0489,0.135,0.0024,0.261
"Spokane Falls Community College","Spokane","WA","2","1","8",NA,NA,NA,4565,0.0472,0.1688,0.0872,0.512,0,0.0936,0.048,0.0432
"Stylemaster College of Hair Design","Longview","WA","1","2","8",NA,NA,NA,102,0,0,0,0,0,0,0,1
"Tacoma Community College","Tacoma","WA","2","1","8",NA,NA,NA,5262,0,0.2533,0.31,0.2724,0.0248,0.1186,0.021,0
"Walla Walla Community College","Walla Walla","WA","1","1","8",NA,NA,NA,2715,0.0011,0.1011,0.2805,0.1892,0.0038,0.1225,0.0066,0.2952
"Walla Walla University","College Place","WA","3","2","8",0.9286,530,530,1646,0.1222,0.119,0.2701,0,0.0643,0.1929,0.2218,0.0096
"Washington State University","Pullman","WA","3","1","8",0.8208,510,520,22825,0.0576,0.1703,0.0736,0.1184,0.0338,0.2267,0.3195,0
"University of Washington-Seattle Campus","Seattle","WA","3","1","8",0.5523,585,645,28754,0.1255,0.0914,0.0482,0.0443,0.0144,0.3551,0.3213,0
"Wenatchee Valley College","Wenatchee","WA","2","1","8",NA,NA,NA,2700,0,0.0395,0.3079,0.42,0.0433,0.1394,0.0151,0.0349
"Everest College-Vancouver","Vancouver","WA","1","2","8",NA,NA,NA,324,0,0.0762,0.8969,0,0.0269,0,0,0
"Western Washington University","Bellingham","WA","3","1","8",0.8371,555,550,13925,0.1695,0.1368,0.0467,0.1058,0.0405,0.1797,0.3212,0
"Whatcom Community College","Bellingham","WA","2","1","8",NA,NA,NA,2971,0,0.0949,0.1184,0.7096,0.0122,0.0461,0.0188,0
"Whitman College","Walla Walla","WA","3","2","8",0.5696,670,652,1525,0.2356,0,0,0.0602,0,0.3507,0.3534,0
"Whitworth University","Spokane","WA","3","2","8",0.6452,NA,NA,2337,0.1969,0.1351,0.0463,0.112,0,0.1872,0.3224,0
"Yakima Valley Community College","Yakima","WA","2","1","8",NA,NA,NA,2587,0,0.0928,0.26,0.3444,0.0385,0.056,0.2007,0.0075
"Alderson Broaddus University","Philippi","WV","3","2","5",0.4321,470,490,1032,0.0947,0.0737,0.2421,0.0526,0,0.3053,0.2316,0
"Appalachian Beauty School","South Williamson","KY","1","2","5",NA,NA,NA,19,0,0,0,0,0,0,0,1
"Appalachian Bible College","Mount Hope","WV","3","2","5",0.9091,511,437,204,0,0,0,0,1,0,0,0
"B M Spurr School of Practical Nursing","Glen Dale","WV","1","2","5",0.4091,NA,NA,36,0,0,1,0,0,0,0,0
"Ben Franklin Career Center","Dunbar","WV","1","1","5",NA,NA,NA,477,0,0,0.1184,0,0,0.2368,0.0132,0.6316
"Bethany College","Bethany","WV","3","2","5",0.4948,455,450,690,0.1095,0.0137,0,0.0068,0.0548,0.1642,0.6506,0
"Bluefield State College","Bluefield","WV","3","1","5",0.4267,455,425,1708,0,0.1095,0.2939,0.2133,0.0432,0.2103,0.1297,0
"Cabell County Career Technology Center","Huntington","WV","1","1","5",NA,NA,NA,130,0.075,0.05,0.4,0,0,0.2,0,0.275
"Charleston School of Beauty Culture","Charleston","WV","1","2","5",NA,NA,NA,121,0,0,0,0,0,0,0,1
"University of Charleston","Charleston","WV","3","2","5",0.6905,463,478,1373,0.0172,0.3678,0.1236,0.115,0.0546,0.1149,0.184,0.023
